WikidataID,itemLabel,en_description,instanceof
Q5972,Medan,"city and capital of North Sumatra Province, Indonesia",city of Indonesia
Q641691,League of Communists of Yugoslavia,communist political party in Yugoslavia (1919–1990),political party
Q55695669,Zou Jiayi,Chinese politician,human
Q234004,Narmada,5th longest river of India,river
Q1621641,Victor Mallet,British diplomat (1893-1969),human
Q6051019,International Hydrological Programme,organization,organization
Q76526,E. F. Schumacher,British economist,human
Q78114685,John Clifford Folger,American diplomat,human
Q6803767,gross national income,"total domestic and foreign output claimed by residents of a country, consisting of gross domestic product, plus factor incomes earned by foreign residents, minus income earned in the domestic economy by nonresidents",economic indicator
Q5808144,Jim Hoagland,American journalist,human
Q7387890,S. Sethuraman,Indian politician,human
Q10980214,Sharad Joshi,Indian writer,human
Q152057,BP,British multinational oil and gas company,public company
Q113015023,Nazih Deif,Egyptian economist,human
Q7636628,Sultan Al Nahyan,Wikimedia disambiguation page,Wikimedia human name disambiguation page
Q255147,Yale University Press,university press associated with Yale University,university press
Q16633564,Karl-Anders Wollter,"Swedish diplomat, jurist",human
Q22133030,Antonio Lacayo Oyanguren,Nicaraguan politician (1947-2015),human
Q461257,Giesecke+Devrient,"Supplier of banknotes and solutions for identification, data protection and connectivity",business
Q815913,Lagos,federal state in southwestern Nigeria,state of Nigeria
Q1353,Delhi,Indian metropolis that includes New Delhi,megacity
Q16191872,National Rural Electric Cooperative Association,umbrella organization representing electricity co-ops,cooperative
Q1329269,The Wharton School,business school of the University of Pennsylvania,private university
Q127856,Beverly Hills,"city in Los Angeles County, California, United States",city in the United States
Q4901117,Bharat Forge,Indian stock company,public company
Q49227,Winston-Salem,"city in and the county seat of Forsyth County, North Carolina, United States",county seat
Q47578,Vittorio Veneto,Italian comune,commune of Italy
Q239032,nyala,species of antelope,taxon
Q3549916,Ungku Abdul Aziz,Vice-Chancellor of the University of Malaya,human
Q815771,Bella Center,Danish conference venue,event venue
Q171617,Campinas,"city in the state of São Paulo, Brazil",big city
Q6832266,Michael Lipton,British economist,human
Q435203,Katharine Graham,"American publisher, editor and author (1917–2001)",human
Q10680526,Stockholm Independent Bank,,business
Q44741,Francisco Pizarro González,Spanish conquistador who conquered the Inca Empire,human
Q2749496,Carlos Solchaga Catalán,Spanish economist and politician,human
Q2463859,Jordan Valley,"valley in Israel, Palestine and Jordan",valley
Q6504948,Tourism Authority of Thailand,,government agency
Q333575,C. P. Snow,English novelist and physical chemist (1905–1980),human
Q14112,Corsica,French single territorial collectivity in the Mediterranean,region of France
Q1634853,Sippanondha Ketudat,Thai politician (1931-2006),human
Q1064126,Charles Diggs,American politician (1922-1998),human
Q1091287,Chuo University,"private university in Tokyo, Japan",university
Q766880,David Brinkley,American journalist (1920–2003),human
Q12329036,Nina Smith,Danish economist and academic,human
Q222805,Benigno Aquino Jr.,Filipino Senator and former Governor of Tarlac (1932-1983),human
Q49169,Stamford,"city in Fairfield County, Connecticut, United States",city in the United States
Q6913993,Morrison-Knudsen,American engineering company,business
Q25043764,Tanzania Petroleum Development Corporation,,business
Q403602,Mary Poppins,Wikimedia disambiguation page,Wikimedia disambiguation page
Q3803,Lesser Sunda Islands,group of islands in the southern Indonesian Archipelago,archipelago
Q7281390,Radius Prawiro,Indonesian politician (1928-2005),human
Q35828952,Inamul Haque Khan,politician (1927-2011),human
Q339183,Democratic Action,Venezuelan political party,political party
Q4453742,Ditchley,"country house and estate, northeast of Charlbury in Oxfordshire",English country house
Q6181454,Jeremy Harrison,Canadian politician,human
Q5532,Lake Malawi,African Great Lake,lake
Q1758457,Nuffield College,college of the University of Oxford,college of the University of Oxford
Q3551356,University of Notre Dame Press,"Publisher in Indiana, United States",university press
Q365387,Gabriel Ramanantsoa,President of Madagascar (1906-1978),human
Q2932400,Under-Secretary-General of the United Nations,Official within the United Nations,position
Q3044628,University of Liberia,National university in Liberia,public university
Q393482,Shunyi District,"district of Beijing, China",district of China
Q18285,Zhu Rongji,former Premier of the People's Republic of China (1998-2003),human
Q4663805,Abbas Zaki,PLO member,human
Q5567383,Gleaner Company,Jamaican newspaper publisher,publisher
Q33511,Rolling Stone,American magazine,website
Q258661,Ethel Skakel Kennedy,American human-rights campaigner and spouse of US Senator Robert F. Kennedy,human
Q4736027,Altaf Gauhar,Pakistani writer,human
Q7926644,Victoria College,Wikimedia disambiguation page,Wikimedia disambiguation page
Q43233,Espírito Santo,state in the Southeast Region of Brazil,federative unit of Brazil
Q43278,Victoria Falls,waterfall on the Zambezi River in Zambia and Zimbabwe,waterfall
Q16736378,Federal Reserve Bulletin,,serial
Q23064,Cheshire,"ceremonial county in England, United Kingdom",ceremonial county of England
Q953319,Scott Paper Company,company,public company
Q15448539,Rajeshwar Dayal,"Indian diplomat, writer, Ambassador",human
Q1899786,Marjorie Deane,British journalist,human
Q4894094,Berne University,Wikimedia disambiguation page,Wikimedia disambiguation page
Q39074564,Lance Smith,politician,human
Q3350560,Kolkata Municipal Corporation,"Municipal Corporation in West Bengal, India",municipal corporation in India
Q6500100,Laurel–Langley Agreement,1955 agreement between the United States and the Philippines,treaty
Q11598438,Zhang Wenjin,Chinese politician,human
Q6113740,Jack Lorenz,American environmentalist (1939-2009),human
Q1974228,Tigray Province,former Province in Northern Ethiopia,province of Ethiopia
Q1333399,University of Leicester,"university in Leicester, United Kingdom",university
Q12212581,The American Statistician,journal,scientific journal
Q1517478,Pontifical Xavierian University,"Colombian private higher education institution founded in 1930, with its main facilities in Bogotá and a second campus in Cali",Catholic university
Q6153352,Janet G. Mullins Grissom,American lobbyist (1949–2023),human
Q205736,Bank deutscher Länder,,central bank
Q80144,Hooper Bay,"city in Kusilvak Census Area, Alaska, United States",city in the United States
Q1397508,Norman Manley,Chief Minister of Jamaica (1893-1969),human
Q1507132,George Colley,Irish Fianna Fáil politician (1925-1983),human
Q78604,Fritz Machlup,Austrian economist,human
Q6349970,Kala Shah Kaku,human settlement in Pakistan,human settlement
Q148220,Zastava Arms,Serbian defense company,business
Q1162568,International Council for Science,International umbrella organization of Scientific Societies,umbrella organization
Q35591,Tigris,river flowing from Turkey through Iraq and Syria,river
Q113911359,Brij Mohan Birla,,human
Q330704,Theodore Hesburgh,Congressional Gold Medal recipient,human
Q184184,Nouadhibou,city in Mauritania,city
Q1666743,International Livestock Research Institute,an international agricultural research institute within the CGIAR – formerly the Consultative Group for International Agricultural Research,research institute
Q7125508,Pakistan Agricultural Research Council,,government agency
Q24534500,Los Angeles World Affairs Council,non-profit organization in the USA,nonprofit organization
Q337524,Espiritu Santo,largest island in the nation of Vanuatu,island
Q2159408,Roberto Alemann,Argentine politician,human
Q1680777,Siam Cement,cement company in Thailand,business
Q190884,Viktor Chernomyrdin,Russian diplomat and politician (1938-2010),human
Q3296074,United States Rubber Company,American manufacturer of tires and other synthetic rubber-related products,business
Q49112,Yale University,"private university in New Haven, Connecticut",private university
Q589636,Ss. Cyril and Methodius University of Skopje,"Public university in Skopje, North Macedonia",public university
Q223429,University of Birmingham,"university in Birmingham, England, United Kingdom",educational organization
Q22114178,Joseph R. Slevin,American herpetologist,human
Q65059,Hermann Josef Abs,"German banker, under Nazis",human
Q444481,Frank Crean,"Australian politician, 5th Deputy Prime Minister of Australia (1916-2008)",human
Q1101388,"Clifton R. Wharton, Jr.",United States Deputy Secretary of State,human
Q21078155,Cyril Esmond Lucien Wickremesinghe,Sri Lankan lawyer (1920-1985),human
Q6409,Boeing 727,trijet narrow-body airliner,aircraft family
Q7326576,Richard Hu,Singaporean politician,human
Q3898068,Paul G. Hoffman,American businessman,human
Q1420500,Swansea University,"public research university located in Swansea, Wales, United Kingdom",open-access publisher
Q3371417,Paul Gérin-Lajoie,Canadian politician,human
Q1441413,Francis Blanchard,French UN official (1916-2009),human
Q3347922,Ajoy Mukherjee,Indian politician (1901-1986),human
Q1432632,University of Reading,"university in Reading, Berkshire, England",university
Q443631,Barber Conable,American politician (1922–2003),human
Q55633273,Sir Thomas Kavali,Papua New Guinean politician,human
Q11357162,Mitsubishi Bank,japanese bank,business
Q467426,Bibi Titi Mohamed,Tanzanian politician (1926-2000),human
Q22945057,Clark Abt,American educationist and researcher,human
Q41914,Manmohan Singh,Prime Minister of India from 2004 to 2014,human
Q1295105,Nomura Holdings,financial holding company,public company
Q5239396,David S. Smith,American diplomat,human
Q9061,Karl Marx,German-born philosopher (1818–1883),human
Q37995,Yangon,former capital of Myanmar (Burma) and the current capital of Yangon Region,city
Q1047206,Lake Kariba,reservoir,reservoir
Q4327139,Knoxville Symphony Orchestra,"Orchestra in Knoxville, Tennessee",orchestra
Q3215129,Pellegrini Lake,lake in Argentina,reservoir
Q40358,American Association for the Advancement of Science,international non-profit organization promoting science,nonprofit organization
Q11861763,Hay–Adams Hotel,Historic Hotel Nearby the White House Grounds,hotel
Q315613,José López Portillo,President of Mexico from 1976 to 1982,human
Q19680881,Babar Mahal,"building in Kathmandu, Nepal",building
Q333846,John Redwood,British politician (born 1951),human
Q2084446,Arzew,"municipality in Oran, Algeria",city
Q657461,Cartagena de Indias,Capital of the Colombian department of Bolívar,big city
Q1369685,Felix Schnyder,Swiss jurist (1910-1992),human
Q5209321,Daily News,English language newspaper in Sri Lanka,daily newspaper
Q1759732,"Kuhn, Loeb & Co.",American multinational investment bank founded in 1867 by Abraham Kuhn and his brother-in-law Solomon Loeb,business
Q1891140,Manshiyat Nasser,"District of Greater Cairo, Egypt",sheyakha
Q864965,Petaling Jaya,city in Malaysia,big city
Q559903,Jagdish Bhagwati,economist,human
Q877350,Hannes Androsch,"Austrian entrepreneur, minister of finance",human
Q16768782,Chase Manhattan,Wikimedia disambiguation page,Wikimedia disambiguation page
Q3245961,Bharatiya Jana Sangh,former political party in India,political party
Q371104,Patrick Lucey,American politician (1918-2014),human
Q21151529,Leonard Marks,American lawyer,human
Q2633403,J.P. Morgan & Co.,U.S. investment bank,bank
Q16953596,Bretton Woods Committee,American organization created in 1983,organization
Q21228190,Mohammad Abbas Abbasi,politician,human
Q7451551,Brundtland Commission,UN commission,organization established by the United Nations
Q571918,Yulin,"prefecture-level city in Guangxi, China",prefecture-level city
Q942808,Roger Revelle,American scientist,human
Q936476,Central University of Venezuela,"university in Caracas, Venezuela",public university
Q5982602,Ian Plenderleith,British businessman,human
Q573976,Anthony Sampson,British writer and journalist,human
Q218661,Morarji Desai,Fourth prime minister of India,human
Q1755608,United States Southern Command,command responsible for South American area,Unified Combatant Commands
Q17156973,Worthington Corporation,American company,business
Q335958,"Richard Kahn, Baron Kahn",Keynesian economist and King's College Professor of Economics (1905-1989),human
Q1402057,NRC Handelsblad,Dutch newspaper,daily newspaper
Q2608507,British Steel,Wikimedia disambiguation page,Wikimedia disambiguation page
Q49114,Brown University,"private university in Providence, Rhode Island, United States",private university
Q326696,Murtaza Bhutto,Pakistani politician (1954-1996),human
Q2511095,Vasile Patilineț,Romanian politician,human
Q2884066,Barbara Ward,British economist; life peer (1914-1981),human
Q779730,Kyodo News,news agency,news agency
Q23958347,Savar,city in Bangladesh,city
Q469661,Junius Richard Jayewardene,leader of Sri Lanka from 1977 to 1989,human
Q1206709,International Institute for Strategic Studies,British research institute (or think tank) in the area of international affairs,think tank
Q357600,Aditya Birla Group,Indian multinational conglomerate company,business
Q1403340,Khlong Toei,"district in Bangkok, Thailand",district of Bangkok
Q339848,Sirikit Dam,dam in Thailand,embankment dam
Q879116,Enrique Peralta Azurdia,President of Guatemala (1908-1997),human
Q604444,University of Pretoria,university in South Africa,public university
Q879302,Milton Augustus Strieby Margai,Sierra Leonean politician (1895-1964),human
Q4972935,Brodart,,business
Q1186265,Democratic Party of Guinea – African Democratic Rally,political party,political party
Q6971173,National Cable & Telecommunications Association,organization,trade association
Q40059,Jordan River,river in West Asia which flows to the Dead Sea,river
Q6951707,N. M. Perera,Sri Lankan politician,human
Q6323660,K. N. Raj,Indian economist (1924-2010),human
Q3091386,Mohammed Berrada,Moroccan writer,human
Q244095,Bellagio,Italian comune,commune of Italy
Q349506,Charles Issawi,Egyptian academic,human
Q44294,Ford Motor Company,American multinational automotive company,holding company
Q187945,Piatra Neamț,"city in Neamț County, Romania",municipality of Romania
Q835283,Caixa,Brazilian government-owned financial institution,bank
Q1920633,Mennonite Central Committee,organization,organization
Q61,"Washington, D.C.",capital city of the United States,capital city
Q290764,Algemeen Dagblad,Dutch newspaper,daily newspaper
Q495475,Murchison Falls,waterfall on the Nile in Uganda,waterfall
Q15815072,Helmut Paul,Austrian physicist (1929-2015),human
Q2002819,Swatantra Party,Political party of India,political party
Q16553,San Jose,"county seat of Santa Clara County, California, United States",city in the United States
Q17227817,SMBC Nikko Securities Inc.,Japanese Securities Brokerage,business
Q449930,Alwyn Howard Gentry,American botanist (1945-1993),human
Q59629096,William Bayne Fisher,British geographer (1916–1984),human
Q319111,Chris Dodd,American lawyer and politician (born 1944),human
Q152452,Gunnar Myrdal,Swedish economist (1898-1987),human
Q188822,Asian Development Bank,regional development bank,public company
Q79321,Dermott,"city in Arkansas, USA",city in the United States
Q6419316,Kjeld Philip,Danish politician,human
Q716290,Tony Frangieh,Lebanese politician (1941-1978),human
Q1189310,Nigeria Airways,airline,airline
Q6043151,Ashraf Ghorbal,Egyptian diplomat and ambassador (1925-2005),human
Q4781542,Couffo River,river in Benin,river
Q3307167,Agreement on Trade Related Investment Measures,one of the four principal legal agreements of the WTO trade treaty,commercial treaty
Q6428789,Konar Dam,Dam if India,dam
Q408772,Airline Deregulation Act of 1978,law in the United States,Act of Congress in the United States
Q7193999,Kenya Commercial Bank,,business
Q1653679,IHI Corporation,manufacturing company in Japan,public company
Q8066587,Zarai Taraqiati Bank Limited,Pakistani government-owned bank,business
Q1796182,Royal Tropical Institute,Dutch development institute,research institute
Q245343,Barclays,British multinational banking and financial services company,bank
Q806691,Bank of Sierra Leone,central bank of Sierra Leone,central bank
Q16894741,Maskeliya Oya,river in Sri Lanka,river
Q4907051,Bihar Agricultural University,"university in Bihar, India",university
Q6229446,John Dillenberger,American academic,human
Q5521121,Ganges Basin,part of the Ganges-Brahmaputra basin,drainage basin
Q501473,"Royal College, Colombo",selective school,selective school
Q49088,Columbia University,private university in New York City,private university
Q1051097,Kennedy Round,trade negotiations,negotiation
Q27846,Oxelösund,"urban area in Oxelösund Municipality, Sweden",urban area in Sweden
Q1945995,Montebello,"municipality in Quebec, Canada",municipality
Q55932,Leszek Balcerowicz,Polish economist,human
Q71,Geneva,city in Switzerland and capital of its canton,municipality of Switzerland
Q7345617,Robert Hormats,American government official,human
Q285337,Albert Ndele Bamu,Congolese politician,human
Q154545,Léopold Sédar Senghor,"first president of Senegal, poet, and cultural theorist (1906–2001)",human
Q311293,John Connally,politician (1917-1993),human
Q190562,Mount Cameroon,active volcano in Cameroon near the Gulf of Guinea,volcano
Q44754,Buenos Aires Province,province of Argentina,province of Argentina
Q7792839,Thomas O. Enders,American diplomat,human
Q311446,Copaifera langsdorffii,species of plant,taxon
Q6602,Strasbourg,capital and largest city of Grand Est; located in the historical region of Alsace,commune of France
Q8017378,William Raspberry,American journalist,human
Q17053986,Greaves Cotton,,public company
Q48278,Medellín,"city in Colombia, capital of Colombian department Antioquia",city
Q6234511,John G. Heimann,American politician,human
Q332498,Brigham Young University,"private research university in Provo, Utah, United States",private university
Q744149,Wells Fargo,American multinational banking and financial services company,bank
Q1028,Morocco,sovereign state in North Africa,country
Q7349863,Robert Smit,South African politician,human
Q2038032,Otto Wolff AG,German steelmaker,business
Q7355046,Rockefeller Institute,Wikimedia disambiguation page,Wikimedia disambiguation page
Q446858,Andrew W. Mellon,"American diplomat, banker, businessman, industrialist, philanthropist, and art collector (1855-1937)",human
Q5654997,Harcourt,United States publishing firm,publisher
Q4805770,Ashok Mitra,Indian economist and Marxist politician,human
Q24970067,Haute Valleé,"secondary school in St Helier, Jersey",secondary school
Q6444316,Kunde Hospital,hospital in Nepal,hospital
Q2037236,University of Pennsylvania Press,books publisher,university press
Q173476,Cummins,"American corporation that designs, manufactures, distributes and services engines and related technologies",public company
Q7351961,Roberto de Oliveira Campos,economist,human
Q2367016,Mamoudou Touré,Senegalese economist and finance minister,human
Q350915,Pedro Ramírez Vázquez,Mexican architect (1919-2013),human
Q8017270,William R. Rhodes,American banker,human
Q1797788,L. Richardson Preyer,American politician (1919-2001),human
Q3838,Kinshasa,capital and the largest city of the Democratic Republic of the Congo,city
Q1335625,Robert B. Anderson,American politician (1910–1989),human
Q5871699,Hitachi Zosen Corporation,Japanese industrial and engineering corporation,public company
Q2504690,Uwe Ronneburger,German politician (1920-2007),human
Q4884007,Bellikoth Raghunath Shenoy,Indian economist,human
Q116814561,Jack Sheinkman,American labor union leader (1926–2004),human
Q337530,Sarh,city,city
Q1443706,Frank M. Coffin,United States federal judge (1919–2009),human
Q4678417,Henry Wallich,American economist,human
Q1766743,Volkswagen Foundation,private German charitable Foundation,private foundation
Q862034,Rockefeller Foundation,United States-based philanthropic organization,foundation
Q6217718,John Alfred Hannah,American academic administrator,human
Q6775089,Martin Burn Limited,company in India founded as Martin Company in 1890,business
Q15982486,Karachi Metropolitan Corporation,metropolitan corporation in Pakistan,unicameral legislature
Q1666491,Hua Hin,"district in Prachuap Khiri Khan province, Thailand",amphoe
Q7896633,University of Wisconsin Press,American academic publisher,university press
Q3595676,United News of India,Indian news agency,organization
Q1240286,Donald Regan,American cabinet official,human
Q844192,Sveti Stefan,town and island in Montenegro,town
Q3630453,Ghanshyam Das Birla,Indian businessman,human
Q16013855,Kay Halle,American writer,human
Q902,Bangladesh,country in South Asia,country
Q7348168,Robert Orville Anderson,"American business leader, wildcatter and philanthropist",human
Q494938,Nixon Doctrine,foreign policy espoused by U.S. President Richard Nixon in 1969,United States presidential doctrine
Q40269,Porto Alegre,capital and largest city in the Brazilian state of Rio Grande do Sul,capital city
Q21937990,Michael Crowder,British historian (1934-1988),human
Q8660,Karachi,"provincial capital of Sindh, Pakistan",administrative territorial entity
Q361250,Mike Duncan,American political activist,human
Q14917795,Mamoun Beheiry,Sudanese economist,human
Q1891189,Patrimonio Nacional,Spanish state agency,organization
Q249036,Kwesi Botchwey,"Ghanaian academic, lawyer and politician",human
Q11956614,A. Doak Barnett,American journalist,human
Q149990,University of Rochester,"private, nonsectarian, research university in Rochester, New York, United States",university
Q200017,Vijayawada,"city in NTR district, Andhra Pradesh",big city
Q868368,Tanjong Pagar,subzone of Downtown Core Planning Area,administrative territorial entity of Singapore
Q24566059,Christopher Hallowell Phillips,politician from Massachusetts (1920-2008),human
Q5551906,Jorge Marshall,Chilean politician,human
Q97051,Karl Otto Pöhl,German banker (1929–2014),human
Q5560903,Gilbert F. White,American geographer,human
Q2655676,Majid Arslan,Lebanese politician,human
Q208730,Austrian schilling,former currency of Austria until 2002,obsolete currency
Q225393,Santander,Wikimedia disambiguation page,Wikimedia disambiguation page
Q154814,Bandar Abbas,"city in Hormozgan Province, Iran",big city
Q4892947,Bernard Braine,"British Conservative Party politician, MP 1950–1992",human
Q1573999,Hamrin,"town in Saladin Governorate, Iraq",town
Q498746,W. R. Grace and Company,American chemical company,public company
Q685787,Henry Hazlitt,American journalist & writer,human
Q60748766,United States International Development Finance Corporation,an executive agency of the US federal government responsible for providing foreign aid,independent agency of the United States government
Q158861,Chulalongkorn,King of Siam (1853-1910),human
Q495730,Manzini,city in Eswatini,city
Q459506,University of Bristol,"research university located in Bristol, United Kingdom",public university
Q84186,Ivan Illich,Austrian philosopher and theologist,human
Q3443498,Oklahoma City University,American university,university
Q19673,Al Gore,Vice President of the United States from 1993 to 2001 (born 1948),human
Q3373652,Guo Weicheng,Chinese politician,human
Q401574,Ahmed Zaki Yamani,former Saudi Arabian minister,human
Q5505,Lake Victoria,lake in east-central Africa,lake
Q14379,Lake Maggiore,lake in Italy and Switzerland,lake
Q686431,Vienna International Centre,building complex hosting the United Nations Office at Vienna,building complex
Q3482253,Tómas Árnason,Icelandic politician (1923-2014),human
Q6236885,John H. Holdridge,American diplomat,human
Q591591,Sudbury,"town in Middlesex County, Massachusetts, United States",New England town
Q7162721,Pengkalan Chepa,"town in Kelantan, Malaysia",human settlement
Q2420986,Laogai Research Foundation,organization,nonprofit organization
Q11871974,Klaus Waris,Finnish economist (1914-1994),human
Q1797137,Mário Henrique Simonsen,Brazilian engineer and economist,human
Q336162,"Margaret Jay, Baroness Jay of Paddington",British baroness (born 1939),human
Q1125952,Congressional Budget and Impoundment Control Act of 1974,United States law on role of Congress in budgeting,Act of Congress in the United States
Q4873328,Batu Tiga,human settlement in Malaysia,human settlement
Q710721,William Cohen,American politician,human
Q159609,Prince Claus of the Netherlands,"spouse of Prinsess Beatrix of the Netherlands, prince-consort of the Netherlands",human
Q1348,Kolkata,"capital city of West Bengal, India",megacity
Q813639,Bechtel,American construction and civil engineering company,business
Q52028,Chiang Mai,"city in Chiang Mai province, Thailand",big city
Q16013441,Amir H. Jamal,Tanzanian politician (1922-1995),human
Q18344373,Ghana Wildlife Society,conservationist NGO,non-governmental organization
Q3551553,State University of Papua,"higher education institution in Manokwari, Indonesia",university
Q1161297,University of Sussex,"university in Brighton and Hove, UK",higher education institution
Q4950827,Bowen Wells,British politician (born 1935),human
Q2882980,Central Bank of the Republic of Guinea,monetary Authority of Guinea,central bank
Q2740021,National Westminster Bank,retail and commercial bank in the United Kingdom,bank
Q615873,Seattle University,"Jesuit university in Seattle, Washington, USA",Catholic university
Q726161,Nicolaas Johannes Diederichs,South African politician (1903-1978),human
Q1645,Cagayan de Oro,city of the Philippines and capital of the province of Misamis Oriental,highly urbanized city
Q7370106,Roswell Gilpatric,American lawyer,human
Q152211,Black September,Palestinian terrorist organization,armed organization
Q356029,Herman Talmadge,American politician (1913–2002),human
Q142387,Hassan Ali Mansur,former Iranian Prime Minister (1923-1965),human
Q1687611,Jeremy Morse,British academic (1928-2016),human
Q806116,Banaras Hindu University,"University in Uttar Pradesh, India",university
Q7945762,W. K. Kellogg Foundation,philanthropic foundation in the United States,foundation
Q42308999,Kamla Kumari,politician,human
Q16026958,Eugene Robert Black,American economist,human
Q188532,Bretton Woods system,financial-economic agreement reached in 1944,treaty
Q5168128,Cooverji Hormusji Bhabha,Indian politician,human
Q36600,The Hague,"city and municipality in the Netherlands, seat of the Dutch government",city
Q1528444,Viggo Christensen,Danish politician (1880-1967),human
Q3086698,Fraternité Matin,Ivorian newspaper,newspaper
Q41550,Organization for Economic Cooperation and Development,intergovernmental economic organization,organization
Q1674984,Krit Srivara,Thai general (1914–1976),human
Q203453,Westdeutscher Rundfunk,German regional public broadcaster,German public state broadcaster
Q34589,Euphrates,river in Asia,river
Q525295,Geylang,human settlement,town
Q581480,Kandla port,"port near town of Gandhidham in Gujarat state, India",town
Q731311,Peter Scott,"British ornithologist, conservationist, painter, naval officer and sportsman (1909-1989)",human
Q952062,Hawker Siddeley,1934-1977 aircraft manufacturer in the United Kingdom,aerospace manufacturer
Q6688034,Louis Rasminsky,Governor of the Bank of Canada,human
Q1854882,Ong Yoke Lin,Malaysian politician (1917-2010),human
Q642644,Limón Province,province of Costa Rica,province of Costa Rica
Q766956,Karnaphuli,river in the south-eastern part of Bangladesh,river
Q29467099,International Sugar Agreement,1968 international treaty,treaty
Q7308721,Reginald H. Jones,businessman (1917-2003),human
Q1947625,"Morgan, Grenfell & Co.",london-based investment bank company,business
Q5122756,Citizens for Global Solutions,organization in the United States,nonprofit organization
Q25417,Danish krone,"official currency of Denmark, Greenland and the Faroe Islands",currency
Q25228,Anguilla,British Overseas Territory in the Caribbean,British overseas territories
Q806689,Bank of Ireland,commercial bank operating in Ireland,bank
Q3385436,Pierre Hassner,French university teacher (1933-2018),human
Q19895533,Purushottam Kaushik,Indian politician (1930-2017),human
Q716985,Zhao Cangbi,Chinese politician (1916-1993),human
Q1413558,Stanford Graduate School of Business,"professional school of Stanford University, in Stanford, California",organization
Q107370,Thingvellir National Park,national park in Iceland,graben
Q5321879,E. Gerald Corrigan,American economist,human
Q779722,Crédit Lyonnais,French banking company,bank
Q8079479,Üner Kırdar,Turkish diplomat and UN official,human
Q5360695,Elie Abel,"Journalist, author, academic",human
Q7179698,Peñas Blancas,human settlement in Argentina,human settlement
Q848403,Ilebo,city,city
Q464135,American Enterprise Institute,American think tank,think tank
Q470273,Ames,"city in Story County, Iowa, United States",city in the United States
Q2724056,Bugesera District,district in Rwanda,district of Rwanda
Q554175,Feroze Gandhi,Indian politician and journalist (1912-1960),human
Q665105,University of Delhi,Central university located in New Delhi,university
Q922554,International Trade Organization,Proposed international institution,international organization
Q30709350,Khabur River,Wikimedia disambiguation page,Wikimedia disambiguation page
Q782380,Cheikh Hamidou Kane,Senegalese writer,human
Q1530765,Habib Chatty,Tunisian politician (1916-1991),human
Q273276,Lago de Atitlán,crater lake in the Western Highlands of Guatemala,volcanic crater lake
Q1123665,Bogor Botanical Gardens,"botanical garden in Bogor, Indonesia",botanical garden
Q135436,école normale supérieure,type of state-run institute of higher education in France,"public scientific, cultural or professional establishment"
Q699801,Sigvard Arne Eklund,Swedish politician (1911-2000),human
Q3238,Tegucigalpa,capital city of Honduras,capital city
Q25247416,Sonmiani,town in Pakistan,town
Q5663318,Alberto Monreal Luque,Spanish economist and politician (1928-2014),human
Q103099,Wolfgang Friedmann,German American legal scholar,human
Q662894,"Barcelona Traction, Light and Power",holding of electric power companies in Catalonia,holding company
Q241119,Khuzestan Province,province of Iran,province of Iran
Q700353,Harry Wu,Chinese activist (1937-2016),human
Q100169968,Eli Matalon,Jamaican businessman and politician,human
Q899770,International Centre for Settlement of Investment Disputes,international organization,international organization
Q4118927,Fuji Bank,"major bank in Japan which existed until 2002, now part of Mizuho Financial Group",bank
Q1521725,Louisiana State University,"public university in Baton Rouge, Louisiana, USA",land-grant university
Q7638365,Sun Kosi,river in Nepal,river
Q841713,Journal of Economic Theory,journal,scientific journal
Q1954843,The Indian Express,daily broadsheet newspaper in India,daily newspaper
Q8073843,Zona da Mata,subregion of northeast Brazil; coastal plain in Brazil,subregion
Q631066,Clemson University,"public university in South Carolina, United States",land-grant university
Q848059,Mahindra & Mahindra,indian multinational automobile manufacturer,automobile manufacturer
Q3743280,Adriatic railway,Italian railway line,railway line
Q5404525,Eti Mine Works,former Turkish bank,brick and mortar
Q378420,José María Teclo Morelos Pavón y Pérez,Mexican Roman Catholic priest and revolutionary rebel leader of Mexican War of Independence (1765-1815),human
Q26838361,Philip Ndegwa,Politician and Economist (1936-1996),human
Q623994,Strategic Arms Limitation Talks,two rounds of bilateral conferences and corresponding international treaties involving the United States and the Soviet Union,treaty
Q7356573,Roderic L. O'Connor,American government official,human
Q7615718,Stewart Alsop,American columnist and political analyst,human
Q6821008,Merz & McLellan,British electrical engineering consultancy,business
Q334142,Hartley Shawcross,British politician (1902-2003),human
Q298685,Dr. Seuss,American children's author and cartoonist (1904–1991),human
Q5930706,Hugh Franklin Foster Jr.,United States Army officer,human
Q556163,Robert A. Scalapino,American political scientist (1919-2011),human
Q1894004,Marcolino Gomes Candau,Brazilian medical doctor (1911-1983),human
Q6101435,Izaak Walton League,environmental organization,nonprofit organization
Q3489540,The Washington Star,"daily afternoon newspaper published in Washington, D.C. between 1852 and 1981",daily newspaper
Q924673,New York Herald,newspaper of New York City,newspaper
Q3235623,Sultan Abdul Halim Airport,airport in Malaysia,airport
Q537832,Ed Roberts,Disability rights activist (1939-1995),human
Q18301,Li Peng,former Premier of the People's Republic of China (1928–2019),human
Q7343172,Robert Craig McNamara,American farmer,human
Q202322,Beqaa Valley,valley in eastern Lebanon,valley
Q1737672,Keban Dam,"dam in Keban, Turkey",dam
Q1586671,Harry Mwaanga Nkumbula,Zambian politician (1916–1983),human
Q3568825,William Merlaud-Ponty,French colonial governor,human
Q4794668,Arne Skaug,Norwegian diplomat,human
Q210886,Villahermosa,"capital of Tabasco, Mexico",big city
