,WikidataID,itemLabel,en_description,instanceof
16417,Q399055,Robert Matsui,American politician (1941–2005),human
16418,Q515631,Frank E. Guernsey,American politician (1866–1927),human
16419,Q6076980,Isaac R. Sherwood,American politician (1835-1925),human
16420,Q888722,Pedro Joaquín Chamorro Alfaro,President of Nicaragua (1818-1890),human
16421,Q466210,Ilinka Mitreva,Macedonian politician,human
16422,Q260037,Alfred Gusenbauer,Austrian chancellor,human
16423,Q5844272,John Cochrane,"military general, politician, and lawyer (1813-1898)",human
16424,Q5346631,Edwin M. Schaefer,American politician (1887-1950),human
16425,Q206,Stephen Harper,22nd prime minister of Canada from 2006 to 2015,human
16426,Q675887,Dimitar Iliev Popov,Bulgarian politician (1927-2015),human
16427,Q1298,Pedro Montt,Chilean politician,human
16428,Q361224,John Wentworth,American newspaper editor and politician (1815-1888),human
16429,Q1063872,Charles C. Comstock,American politician (1818-1900),human
16430,Q10799077,Nguyễn Duy Trinh,politician,human
16431,Q361173,Sulejman Tihić,Bosnian politician (1951-2014),human
16432,Q1680076,James Buchanan,American politician in New Jersey (1838-1900),human
16433,Q244206,Saud of Saudi Arabia,King of Saudi Arabia from 1953 to 1964,human
16434,Q13219800,John Ross,American lawyer and politician from Pennsylvania (1770-1834),human
16435,Q6142676,James S. Negley,Union Army general and politician (1826–1901),human
16436,Q502593,Andrei Stratan,Moldovan politician,human
16437,Q5546072,George Watkins,American politician (1902-1970),human
16438,Q1378870,Silas Hare,American politician (1827-1908),human
16439,Q1189328,Dennis M. Hertel,American politician,human
16440,Q571000,William Alden Smith,American politician (1859-1932),human
16441,Q1620137,Hiram B. Warner,American politician and jurist (1802-1881),human
16442,Q584973,Frank Orren Lowden,American politician (1861-1943),human
16443,Q7347445,Robert Maynard Murray,Union United States Army soldier,human
16444,Q981424,Scott Garrett,Member of the United States House of Representatives from New Jersey,human
16445,Q1337605,John Anton Blatnik,American politician (1911-1991),human
16446,Q2377510,Francis E. Dorn,American politician (1911-1987),human
16447,Q44039,Ludwig II of Bavaria,King of Bavaria,human
16448,Q817741,Benjamin Williams,11th and 14th Governor of the U.S. state of North Carolina (1751-1814),human
16449,Q1445681,M. Caldwell Butler,American politician (1925-2014),human
16450,Q13219818,Joseph F. Smith,American politician,human
16451,Q16128223,Q16128223,Syrian politician,human
16452,Q1802130,William C. Adamson,American politician (1854-1929),human
16453,Q2798386,Robert O. Harris,American politician (1854–1926),human
16454,Q8015367,William McCreery,American politician,human
16455,Q5294674,Donald L. Ritter,American politician,human
16456,Q7789194,Thomas E. Scanlon,American politician,human
16457,Q1688530,Jetur R. Riggs,American politician (1809-1869),human
16458,Q8007,Franklin Delano Roosevelt,president of the United States from 1933 to 1945,human
16459,Q1700667,John K. Griffith,American politician (1882-1942),human
16460,Q1570342,Thomas Bines,American politician,human
16461,Q889100,Joseph Davilmar Théodore,President of Haiti (1847-1917),human
16462,Q889119,Luis Cordero Crespo,President of Ecuador (1892 - 1895),human
16463,Q885689,Harlan J. Bushfield,American politician (1882-1948),human
16464,Q6218779,John Allen Sterling,American politician,human
16465,Q780938,Theo van Lynden van Sandenburg,Dutch politician (1826-1885),human
16466,Q4731651,Allen Foster Cooper,American politician (1862-1917),human
16467,Q745045,Mikio Aoki,Japanese politician,human
16468,Q20172097,Paul Chet Greene,Antiguan politician and former association football player,human
16469,Q5436181,Farouq Qasrawi,Jordanian politician,human
16470,Q1689051,Jim Bunn,American politician,human
16471,Q28859148,Federico Bigi,Sammarinese politician,human
16472,Q244631,Leon Panetta,"American politician, Secretary of Defense 2011–2013",human
16473,Q139653,Zachary Taylor,American politician (1849–1921),human
16474,Q1064307,"Charles F. Curry, Jr.",American politician (1893-1972),human
16475,Q16105972,Michel Kafando,Burkinabé diplomat,human
16476,Q889198,Tilghman Tucker,American politician (1802-1859),human
16477,Q1794910,Kwamena Ahwoi,Ghanaian politician,human
16478,Q507358,James F. Lloyd,American politician (1922-2012),human
16479,Q4536919,Mikhail Yakovlev,Soviet diplomat,human
16480,Q770515,John W. Gaines,American politician (1860-1926),human
16481,Q5555859,Ghassan Muhsen,Iraqi artist and diplomat,human
16482,Q982328,Thomas Madsen-Mygdal,Danish politician (1876-1943),human
16483,Q2268145,Bir Shumsher Jung Bahadur Rana,Prime Minister of Nepal,human
16484,Q53713,Olof Palme,"Swedish Prime Minister (1969–76, 1982–86)",human
16485,Q889317,Myron H. McCord,"American politician, businessman, and military officer (1840-1908)",human
16486,Q7410803,Samuel Augustus Bridges,American politician,human
16487,Q16194422,Troy Balderson,American politician,human
16488,Q379889,Iyasu V,Emperor of Ethiopia (1895-1935),human
16489,Q1304104,Albert Mabri Toikeusse,Ivorian politician,human
16490,Q6171114,Jean Marie M'ba,Gabonese politician,human
16491,Q1685558,Peter I. Blute,"politician in Massachusetts, US",human
16492,Q400961,Ahmad bin Yahya,Imam (1891-1962),human
16493,Q1948752,Morton S. Wilkinson,American politician (1819-1894),human
16494,Q202006,Olusegun Obasanjo,Nigerian president (1999-2007) and military leader (1976–79),human
16495,Q693499,William Orlando Butler,United States general (1791-1880),human
16496,Q1115886,Philip Schuyler,American politician and general (1733–1804),human
16497,Q1064476,Charles G. Conn,"American entrepreneur, band instrument manufacturer, and U.S. Representative from Indiana (1844-1931)",human
16498,Q2428309,Thomas Y. Fitzpatrick,American politician,human
16499,Q22279,Susan Collins,American politician (born 1952),human
16500,Q884118,William J. Stone,"American politician, Missouri (1848-1918)",human
16501,Q297957,Maumoon Abdul Gayoom,"Maldivian politician, 3rd president of the Maldives",human
16502,Q4389741,Augusto Ramírez Ocampo,Colombia politician,human
16503,Q279091,Thomas Moore,American politician and planter from South Carolina (1759-1822),human
16504,Q1773116,Monie Captan,Liberian politician,human
16505,Q1617406,J. McKenzie Moss,American politician (1868-1929),human
16506,Q887762,José Domingo de Obaldía,President of Panama (1845-1910),human
16507,Q2580591,William Smyth,"American politician, lawyer and judge from Iowa (1824-1870)",human
16508,Q365506,Henry Justin Allen,Governor of Kansas (1868-1950),human
16509,Q7237474,Pradeep Kumar Gyawali,Nepalese politician,human
16510,Q1520819,Samuel Price,American politician (1805-1884),human
16511,Q1229886,José de Posada Herrera,Spanish politician (1814-1885),human
16512,Q878772,James Barbour,renowned statesman and orator (1775-1842),human
16513,Q14699824,Luiz Alberto Figueiredo,"Brazilian diplomat, lawyer",human
16514,Q3460826,Thomas J. Van Alstyne,American politician,human
16515,Q1806966,Latimer Whipple Ballou,American politician (1812-1900),human
16516,Q506125,Andrew Maguire,American politician,human
16517,Q55639180,Andy Kim,American politician and diplomat,human
16518,Q475305,Thomas J. B. Robinson,American politician from Iowa (1868-1958),human
16519,Q298149,Ernesto Zedillo,President of Mexico (1994–2000),human
16520,Q8012700,William Huntington Kirkpatrick,American politician (1885-1970),human
16521,Q1566929,Rob Nicholson,Canadian politician,human
16522,Q817467,Benjamin F. Loan,"Union Army general, politician (1819-1881)",human
16523,Q1452205,Fred Barthold Norman,American politician (1882-1947),human
16524,Q1386070,Ezra Darby,American politician (1768-1808),human
16525,Q996971,O. C. Fisher,United States Congressman from Texas (1903-1994),human
16526,Q1452228,Fred Biermann,American politician (1884-1968),human
16527,Q817527,Benjamin H. Clover,American politician (1837-1899),human
16528,Q4027093,James M. Marvin,American politician,human
16529,Q1269997,Salim Ahmed Salim,Tanzanian politician and diplomat,human
16530,Q730957,Cándido Bareiro,President of Paraguay (1833-1880),human
16531,Q816450,Ben C. Eastman,American politician (1812-1856),human
16532,Q446525,Eva Bowring,American politician (1892-1985),human
16533,Q136790,Guillermo Billinghurst,President of Peru (1851-1915),human
16534,Q365665,Vladimir Norov,Uzbekistani politician and diplomat,human
16535,Q58422562,Tandi Dorji,Bhutanese politician,human
16536,Q1585810,Harold Earthman,American politician (1900-1987),human
16537,Q3575627,Živadin Jovanović,Ambassador of Yugoslavia,human
16538,Q507808,Henry S. Harris,American politician (1850-1902),human
16539,Q5494743,Fred C. Gartner,American politician (1896-1972),human
16540,Q817647,"Benjamin Pickman, Jr.","American politician, 1763-1843",human
16541,Q58416634,Katie Hill,American former politician,human
16542,Q5957118,Abbas Aram,Iranian diplomat and politician,human
16543,Q1290934,Eduardo Mac Loughlin,Argentinian military personnel,human
16544,Q888126,Lester C. Hunt,American politician (1892-1954),human
16545,Q2896102,Benjamin Hawkins,American politician (1754-1816),human
16546,Q2526498,Vincent A. Taylor,"Union Army soldier, politician",human
16547,Q1724385,King Swope,American politician (1893-1961),human
16548,Q2045562,Gladys Spellman,American politician from Maryland (1918-1988),human
16549,Q1386341,F. Jay Nimtz,American politician (1915-1990),human
16550,Q8012100,William Henry Miller,"American politician, Pennsylvania (1829-1870)",human
16551,Q298443,Rahm Emanuel,"politician, investment banker, White House Chief of Staff",human
16552,Q1700763,John L. Mitchell,American politician (1842-1904),human
16553,Q2877627,Ba Swe,Burmese politician,human
16554,Q2218882,Samuel T. Baird,American politician (1861-1899),human
16555,Q52644814,John Edward Critien,high ranking member of the Sovereign Military Order of Malta,human
16556,Q862373,Bill Posey,U.S. Representative from Florida,human
16557,Q731193,Emmanouil Tsouderos,Prime Minister of Greece (1882-1956),human
16558,Q1966549,Nathan Frank,American politician (1852-1931),human
16559,Q519123,Clarence C. Gilhams,American politician (1860-1912),human
16560,Q5545562,George W. Chase,"American politician, New York",human
16561,Q6244988,John Littleton Dawson,American politician,human
16562,Q5293918,Donald A. Bailey,American politician,human
16563,Q997295,William Halstead Sutphin,United States House of Representatives from New Jersey (1887-1972),human
16564,Q2648384,Allen R. Bushnell,American politician,human
16565,Q8026079,Winston Dookeran,politician from Trinidad and Tobago,human
16566,Q661668,William Eustis,"Massachusetts-born physician, politician, and diplomat (1753-1825)",human
16567,Q1070710,Chester Earl Merrow,American politician (1906-1974),human
16568,Q780398,Bob Wise,American politician (born 1948),human
16569,Q1124494,Thomas H. Hughes,American politician (1769-1839),human
16570,Q880987,Richard Yates,"13th Governor of Illinois, U.S. Senator; father of Richard Yates (1815-1873)",human
16571,Q5076062,Charles Calvin Bowman,American politician (1852-1941),human
16572,Q888406,José María Reina Barrios,Guatemalan President (1854-1898),human
16573,Q10768962,Hoang Minh Giam,Vietnamese politician (1904-1995),human
16574,Q274594,Carolina Barco,Colombian diplomat,human
16575,Q769758,Augusto Samuel Boyd,President of Panama (1879-1957),human
16576,Q166646,Ramsay MacDonald,UK prime minister in 1924 and 1929 to 1935,human
16577,Q955083,Julius L. Strong,American congressman for Connecticut (1828-1872),human
16578,Q7343747,Robert E. Cook,American politician,human
16579,Q7962790,Wallace E. Pierce,American politician (1881-1940),human
16580,Q5294106,Donald C. Dobbins,American politician,human
16581,Q675570,Elizabeth Kee,American politician (1895-1975),human
16582,Q720138,Asa Lyon,American politician (1763-1841),human
16583,Q5082788,Charles Sweetser,American politician,human
16584,Q376824,Alexander M. Hardy,American politician (1847-1927),human
16585,Q1378587,Isaac C. Bates,American politician (1779-1845),human
16586,Q165672,Iajuddin Ahmed,former president of Bangladesh (1931-2012),human
16587,Q5039957,Carl C. Anderson,American politician,human
16588,Q16012991,Muhammad Ali Haitham,Yemeni politician (1940-1993),human
16589,Q1894073,Marcus A. Smith,US Senator from Arizona (1851–1924),human
16590,Q20737918,Farouk Abu Issa,Sudanese politician,human
16591,Q1894100,Marcus C. Lisle,American politician (1862-1894),human
16592,Q40039690,Francis Kasaila,Malawian politician,human
16593,Q375214,John Leeds Kerr,American politician (1780-1844),human
16594,Q1063636,Charles Bennett Deane,American politician (1898-1969),human
16595,Q1063643,Charles B. Landis,American congressman for Indiana (1858-1922),human
16596,Q1619758,Nathaniel Littlefield,American politician (1804-1882),human
16597,Q165778,David Addison Reese,American politician (1794-1871),human
16598,Q58316,Inoke Kubuabola,Fijian politician,human
16599,Q2148853,Rich Nugent,American politician,human
16600,Q45785,Kim Dae-jung,President of South Korea from 1998 to 2003,human
16601,Q772086,Todd Akin,American politician (1947–2021),human
16602,Q1192938,Lloyd Stephens Bryce,American politician (1851-1917),human
16603,Q889488,John M. Patton,American politician (1797-1858),human
16604,Q42948049,Hilia Barber,politician,human
16605,Q1308703,George Outlaw,American politician,human
16606,Q1536111,Goldsmith W. Hewitt,American politician (1834-1895),human
16607,Q1366279,Jozias van Aartsen,Dutch politician (born 1947),human
16608,Q2067932,"Peleg Coffin, Jr.",American politician (1756-1805),human
16609,Q176170,Ernő Gerő,former First Secretary of the Hungarian Working People's Party,human
16610,Q624781,Lee Beom-seok,South Korean politician (1925-1983),human
16611,Q3785077,Taavi Rõivas,Estonian politician,human
16612,Q6110816,Jacinto de Castro,President of the Dominican Republic,human
16613,Q450984,Henry Cabot Lodge Jr.,American politician (1902–1985),human
16614,Q1692947,Thomas Dwight,American politician (1758-1819),human
16615,Q897118,Brady P. Gentry,American politician (1896-1966),human
16616,Q73382,Moritz von Bissing,German general (1844-1917),human
16617,Q781497,John J. McIntyre,American politician (1904-1974),human
16618,Q1064657,Charles Henry Elston,American politician (1891-1980),human
16619,Q8537912,Rolla Coral McMillen,American politician (1880-1961),human
16620,Q1064666,Charles H. Griffin,American politician (1926-1989),human
16621,Q5395182,Ernst Walch,Liechtensteiner politician,human
16622,Q239380,Thomas Spight,American politician (1841-1924),human
16623,Q889564,Winfield Scott Hammond,American politician (1863-1915),human
16624,Q1338409,Emmanuel Pelaez,Vice President of the Philippines from 1961 to 1965,human
16625,Q702680,Sun Yun-suan,Taiwanese politician (1913-2006),human
16626,Q19271885,Atiqullah Atifmal,Afghan politician,human
16627,Q1304089,Miles Taylor,American politician (1805-1873),human
16628,Q529692,Edwin Reinecke,American politician,human
16629,Q2164004,Rolland W. Redlin,American politician,human
16630,Q362129,Ivan Kostov,"Bulgarian politician, economist, prime minister",human
16631,Q732712,Asle Gronna,American politician (1858-1922),human
16632,Q6171473,Jean Rémy Ayouné,Gabonese politician,human
16633,Q664453,Max Petitpierre,member of the Swiss Federal Council (1899-1994),human
16634,Q29213,Tarja Halonen,11th President of Finland,human
16635,Q2148996,Richard Aylett Buckner,American politician,human
16636,Q862158,Bill Gunter,American politician,human
16637,Q1292046,Edward James Devitt,United States federal judge (1911-1992),human
16638,Q886213,Stenio Vincent,Sténio Vincent was a President of Haiti. (1874-1959),human
16639,Q1534065,John Charles Linthicum,American politician (1867-1932),human
16640,Q1575680,Lucien J. Maciora,American politician (1902-1993),human
16641,Q44329,Bashar al-Assad,President of Syria since 2000,human
16642,Q5042964,Carlton Brandaga Curtis,Union United States Army officer,human
16643,Q184267,Andrei Gromyko,Soviet diplomat,human
16644,Q1534076,John Ambrose Meyer,politician and United States Army soldier (1899-1969),human
16645,Q454591,Robert F. Broussard,American politician (1864-1918),human
16646,Q885017,Gideon Tomlinson,American politician (1780-1854),human
16647,Q1406788,Fernando Olivera,Peruvian politician,human
16648,Q2427435,Manuel Collantes,Filipino diplomat,human
16649,Q4665621,Abdul Rahim Ghafoorzai,Afghan politician and diplomat (c.1947–1997),human
16650,Q1000841,Stephen A. Northway,American politician (1833-1898),human
16651,Q1232384,Raymond F. Clevenger,American politician (1926-2016),human
16652,Q12619467,Choe Gwang-su,,human
16653,Q126613,James Breckinridge,Virginia lawyer and politician (1763-1833),human
16654,Q1470575,Jack Brooks,American politician (1922-2012),human
16655,Q862272,Bill Luther,American politician,human
16656,Q6932507,Muhammad Ibrahim Kamel,Egyptian cabinet member and ambassador,human
16657,Q399621,Mike Honda,American politician,human
16658,Q1855866,Tom Allen,American politician,human
16659,Q2641858,Alexander Boteler,American politician,human
16660,Q7298821,Raymond Hugh Burke,American politician (1881-1954),human
16661,Q730149,Samuel Johnston,American politician (1733-1816),human
16662,Q6138596,James M. Wallace,"American politician, Pennsylvania",human
16663,Q1790662,William Brickly Stokes,American politician (1814-1897),human
16664,Q4027137,John M. Carroll,American politician New York House 1871-1873,human
16665,Q886495,Gualberto Villarroel,President of Bolivia (1908-1946),human
16666,Q2428834,Thor Carl Tollefson,American politician,human
16667,Q56062301,Ahmed Ould Minnih,,human
16668,Q2423887,Thomas Fitch,American politician,human
16669,Q56062310,Cheikh Sid'Ahmed Ould Babamine,,human
16670,Q56062279,Mohamed Moktar Ould Cheikh Abdellahi,,human
16671,Q56062683,Abdallahi Ould Nem,,human
16672,Q10365280,Rui Machete,Portuguese politician,human
16673,Q5304918,Dragan Đurović,Montenegrin politician,human
16674,Q2149238,Richard Clauselle Puryear,American politician,human
16675,Q367709,Lynn Frazier,American politician (1874–1947),human
16676,Q4459686,Ricardo Toledo Escalante,,human
16677,Q1809135,Lawrence Brock,American politician (1906-1968),human
16678,Q1749745,L. Irving Handy,American politician (1861-1922),human
16679,Q1549976,Nathan A. Farwell,American politician (1812-1893),human
16680,Q51330,John Howard,Prime Minister of Australia from 1996 to 2007,human
16681,Q886436,Vilbrun Guillaume Sam,President of Haiti (1859-1915),human
16682,Q1455206,Fremont O. Phillips,American politician (1856-1936),human
16683,Q380570,Jon Corzine,American politician in New Jersey (born 1947),human
16684,Q1065238,Charles L. Scott,American politician (1827–1899),human
16685,Q12898456,Yvon Perrier,Haitian politician,human
16686,Q6932724,Muhammad Shamte Hamadi,Chief Minister of Zanzibar,human
16687,Q1390645,Samuel P. Morrill,American politician (1816-1892),human
16688,Q3790216,William Stiles Bennet,American politician,human
16689,Q555701,Oldřich Černík,"Czech politician (1921–1994), prime minister of Czechoslovakia (1968–70)",human
16690,Q1628712,William Warner,"American politician, Missouri (1840-1916)",human
16691,Q55836,Gabriel Narutowicz,Polish politician (1865-1922),human
16692,Q16013714,James Nyamweya,Kenyan politician,human
16693,Q19008,Arthur Balfour,"British Prime Minister, Conservative politician, and statesman (1848-1930)",human
16694,Q13580373,Ion Ustian,Prime Minister of Moldova,human
16695,Q11730087,Józef Czyrek,Polish economist,human
16696,Q367986,Charles C. Gossett,American politician (1888-1974),human
16697,Q1502273,Louis Monast,American politician (1863-1936),human
16698,Q58399761,Xochitl Torres Small,American politician from New Mexico,human
16699,Q557995,Grégoire Kayibanda,"Rwandan politician, 1st and former President of Rwanda (1924-1976)",human
16700,Q1738286,Kellian Whaley,Union Army officer (1821-1876),human
16701,Q477807,Charles Allen Culberson,American politician (1855-1925),human
16702,Q7599652,Stanley Henry Kunz,American politician (1864-1946),human
16703,Q6932875,Muhammad ibn Mubarak ibn Hamad Al Khalifah,Bahraini royal and politician,human
16704,Q6128502,"James Alexander, Jr.",United States Representative from Ohio (1789-1846),human
16705,Q5239082,David Ritchie,American politician (1812-1867),human
16706,Q455698,Porter Goss,American politician and first Director of the Central Intelligence Agency,human
16707,Q1700768,John L. Robinson,American politician from Indiana (1813-1860),human
16708,Q2757520,Thomas Bayly,American politician (1775-1829),human
16709,Q22570014,Alfonso de Laferrère,,human
16710,Q1679891,James A. Frear,American politician (1861-1939),human
16711,Q6219978,John B. Hawley,American politician,human
16712,Q895819,William Borah,American politician (1865–1940),human
16713,Q1064257,Charles Edward Snodgrass,American politician (1866-1936),human
16714,Q1138576,Craig L. Thomas,American politician (1933-2007),human
16715,Q895887,Philip Barton Key,United States federal judge (1757-1815),human
16716,Q957020,Ichabod Bartlett,American politician (1786-1853),human
16717,Q2532829,Volney Howard,American politician,human
16718,Q167543,Husni al-Za'im,Syrian military officer and politician (1897–1949),human
16719,Q1680606,James Israel Standifer,American politician (1779-1837),human
16720,Q2149666,Richard H. Cain,American politician,human
16721,Q6128670,James Alonzo Stahle,Union Army officer and American politician (1829-1912),human
16722,Q380916,Pierre Buyoya,"Burundian politician, former president of Burundi",human
16723,Q2149678,Richard H. Stallings,American politician,human
16724,Q456208,John Hemphill,American politician (1803-1862),human
16725,Q451948,Carlos Ruckauf,"Argentine politician and diplomat, former vicepresident",human
16726,Q4647757,A. F. Maciejewski,American politician (1893–1949),human
16727,Q19216,Ma Ying-jeou,President of Taiwan from 2008 to 2016,human
16728,Q3915734,David A. Ogden,American politician,human
16729,Q6220105,John B. Rice,American politician,human
16730,Q380992,Maurice Bourgès-Maunoury,French Prime Minister (1914–1993),human
16731,Q884377,John H. Gear,American politician (1825-1900),human
16732,Q6726900,Madeleine Dean,American politician,human
16733,Q336212,William Richard Tolbert,President of Liberia 1971–1980,human
16734,Q42814067,Mahawa Bangoura,Guinean politician,human
16735,Q2819659,Walter E. Fauntroy,American politician (born 1933),human
16736,Q817488,Benjamin Franklin Butler,"Union Army general, lawyer, politician (1818-1893)",human
16737,Q6220156,John B. Weber,American politician,human
16738,Q362840,William B. Umstead,American politician (1895-1954),human
16739,Q8064166,Zadock Pratt,American politician,human
16740,Q1693934,Richard Henry Wilde,"Irish-American politician, poet (1789-1847)",human
16741,Q362948,James Mancham,President of Seychelles (1939-2017),human
16742,Q1065622,Charles Nelson Clark,"American politician, Missouri (1827-1902)",human
16743,Q558309,Manuel Amador Guerrero,President of Panama (1833-1909),human
16744,Q298020,Jigme Dorji Wangchuck,King of Bhutan (1929-1972),human
16745,Q5238551,David Petrikin,American politician (1788-1847),human
16746,Q6830018,Michael E. Driscoll,American politician,human
16747,Q7412063,Samuel Lyon Russell,American politician,human
16748,Q1680234,James D. Breckinridge,American politician (1781-1849),human
16749,Q1607098,Henry Oscar Talle,American politician (1892-1969),human
16750,Q1065674,Charles O. Porter,"American politician, member of the United States House of Representatives (1919-2006)",human
16751,Q381187,Félix Gouin,President of France (1884-1977),human
16752,Q194291,Sirimavo Bandaranaike,"Prime Minister of Ceylon (later Sri Lanka) from 1960–65, 1970–77, and 1994–2000",human
16753,Q1707058,Joseph G. Kendall,American politician (1788-1847),human
16754,Q1264554,Hiram Y. Smith,American politician (1843-1894),human
16755,Q1417740,Wesley E. Disney,American politician (1883–1961),human
16756,Q468224,Carlos Castillo Armas,Guatemalan President (1914-1957),human
16757,Q434804,Dick Durbin,United States Senator from Illinois,human
16758,Q307857,Abdelaziz Belkhadem,Algerian politician,human
16759,Q456154,Robert Latham Owen,American politician (1856-1947),human
16760,Q1676274,J. Bob Traxler,American politician (1931-2019),human
16761,Q1738832,Kenneth A. Roberts,American lawyer and politician (1912-1989),human
16762,Q863165,Billy Lee Evans,American politician,human
16763,Q456271,Francis H. Case,United States Marine (1896-1962),human
16764,Q1000379,Ferdinand Oyono,Cameroonian diplomat (1929-2010),human
16765,Q1065831,Charles Russell Clason,American politician (1890-1985),human
16766,Q888069,Bob Livingston,American politician and lobbyist,human
16767,Q336576,James I. Roosevelt,American politician and jurist (1795-1875),human
16768,Q57749874,Q57749874,,human
16769,Q1065836,Charles R. Howell,United States Congressman (1904-1973),human
16770,Q748066,Earl Blumenauer,American politician,human
16771,Q887302,Manuel Enrique Araujo,President of El Salvador (1865-1913),human
16772,Q3896957,Pashupati Shumsher Jung Bahadur Rana,Nepalese politician,human
16773,Q887418,Desmond Hoyte,"President of Guyana, politician, lawyer (1929-2002)",human
16774,Q2042234,Semion Grossu,Moldovan politician and businessman,human
16775,Q58136,David Choquehuanca,Vice President of Bolivia,human
16776,Q15246128,Branford Taitt,,human
16777,Q1809705,LeRoy H. Anderson,United States general (1906-1991),human
16778,Q12279576,Ekaterina Zakharieva,former Deputy PM and minister,human
16779,Q336708,Daniel Maynadier Henry,American politician (1823-1899),human
16780,Q356835,Salou Djibo,military leader of Niger from 2010 to 2011,human
16781,Q3466996,Eric Swalwell,U.S. Representative from California (born 1980),human
16782,Q5673338,Harry White,Union United States Army officer,human
16783,Q298030,Davíð Oddsson,Icelandic politician,human
16784,Q4492815,Chrystia Freeland,Canadian politician and writer,human
16785,Q1707306,Joseph J. Gravely,"Union Army officer, lawyer and politician (1828-1872)",human
16786,Q510725,Andrieus A. Jones,American politician (1862-1927),human
16787,Q6440111,Gonzalo Gutiérrez Reinel,Peruvian diplomat,human
16788,Q1934724,Milford W. Howard,American politician and lawyer,human
16789,Q64812,Lothar Bolz,German politician (1903-1986),human
16790,Q2038,François Mitterrand,21st President of the French Republic from 1981 to 1995,human
16791,Q723765,Mark Foley,Former Florida politician,human
16792,Q912542,Brian Lenihan Snr,Irish Fianna Fáil politician (1930–1995),human
16793,Q1065975,Charles S. Lewis,"American politician, Virginia (1821-1878)",human
16794,Q194654,Dirk Stikker,politician and badminton player (1897-1979),human
16795,Q881245,Thomas Pratt,American politician (1804-1869),human
16796,Q472254,Richard Shelby,United States Senator from Alabama,human
16797,Q433833,Richard Stockton,American politician 1764-1828,human
16798,Q861023,Natalicio González,President of Paraguay (1897-1966),human
16799,Q587033,David Kilgore,American politician (1804-1879),human
16800,Q324474,Oliver Seraphin,Prime Minister of Dominica,human
16801,Q1445213,Franklin E. Plummer,American politician,human
16802,Q55098131,Mamadi Touré,Guinean politician,human
16803,Q6171054,Thomas Scott,American lawyer and politician,human
16804,Q596770,Sam D. McReynolds,American politician (1872-1939),human
16805,Q633206,Archibald Hunter Arrington,American politician (1809-1872),human
16806,Q1809875,Le Gage Pratt,American politician (1852-1911),human
16807,Q1164657,Danny K. Davis,"American politician, Illinois",human
16808,Q1701123,John Montgomery Glover,American politician (1822-1891),human
16809,Q13420124,Jeffrey Chiesa,US politician,human
16810,Q887589,Francisco Orlich Bolmarcich,President of Costa Rica (1907-1969),human
16811,Q1707460,Joseph L. Tillinghast,American politician (1790-1844),human
16812,Q887608,Juan Wanceslao Figuereo,"Politician, 15th Vice President, and Short term President of the Dominican Republic (1834-1910)",human
16813,Q54801325,Ulrich Andriantiana,,human
16814,Q887623,Julio Adalberto Rivera Carballo,President of El Salvador (1921-1973),human
16815,Q2959525,Charles Koffi Diby,Ivorian economist and politician,human
16816,Q1484286,Lloyd Spencer,American politician (1893-1981),human
16817,Q4521936,George Shevel,Ukrainian diplomat,human
16818,Q704197,Lyuben Berov,Bulgarian politician and economist (1925-2006),human
16819,Q5201146,Cyrus Spink,American politician,human
16820,Q704276,Chen Gongbo,Chinese politician (1892–1946),human
16821,Q368920,George J. Mitchell,"American politician, diplomat, and judge",human
16822,Q5201163,Cyrus William Beales,American politician,human
16823,Q1716860,Robert L. F. Sikes,American politician (1906-1994),human
16824,Q2636210,Al Swift,American politician (1935-2018),human
16825,Q212751,Algirdas Brazauskas,Lithuanian politician (1932–2010),human
16826,Q5077573,Charles F. West,American politician (1895-1955),human
16827,Q1095752,Clark Wallace Thompson,American politician (1896-1981),human
16828,Q1066296,Charles Van Wyck,Union Army officer (1824-1895),human
16829,Q9253578,Emil Wojtaszek,Polish politician,human
16830,Q448196,Alvah Sabin,American politician (1793-1885),human
16831,Q1066346,Charles W. F. Dick,American politician (1858-1945),human
16832,Q456750,Margaret Chase Smith,member of the United States Senate from Maine (1897-1995),human
16833,Q2176930,Russell J. Waters,American politician (1843-1911),human
16834,Q5883247,Gonzalo Romero Álvarez García,Bolivian writer (1916-1989),human
16835,Q1801566,Lamin Kiti Jabang,Gambian politician,human
16836,Q1066375,Charles W. Willard,American politician (1827-1880),human
16837,Q4265005,Lawrence E. McGann,American politician,human
16838,Q364605,Wilson Shannon,American politician (Democrat),human
16839,Q2047795,Slobodan Čašule,Macedonian politician,human
16840,Q1355945,Jerry J. O'Connell,American politician (1909-1956),human
16841,Q45953,Ann Marie Buerkle,United States Representative for New York,human
16842,Q1577301,Horace Worth Vaughan,American politician (1867-1922),human
16843,Q178086,Benjamin C. Hilliard,American politician (1868-1951),human
16844,Q18352991,Edgar Lungu,Zambian politician and former lawyer,human
16845,Q1107875,Harry Benjamin Wolf,American politician (1880-1944),human
16846,Q71766,Steven Schiff,American politician (1947-1998),human
16847,Q1273575,E. Stevens Henry,American politician (1836-1921),human
16848,Q4138002,Q4138002,,human
16849,Q4775490,Antoine Idji Kolawolé,Beninese politician,human
16850,Q4821564,Augustus W. Bennet,American politician,human
16851,Q363817,Lloyd Doggett,United States Representative from Texas,human
16852,Q5371978,Emilio Álvarez Montalván,"Ophthalmologist, politician, writer; Foreign Minister of Nicaragua",human
